rank,lForm,lemma,pos,subLemma,wType,frequency,pmw,PB_rank,PB_frequency,PB_pmw,PM_rank,PM_frequency,PM_pmw,PN_rank,PN_frequency,PN_pmw,LB_rank,LB_frequency,LB_pmw,OW_rank,OW_frequency,OW_pmw,OT_rank,OT_frequency,OT_pmw,OP_rank,OP_frequency,OP_pmw,OB_rank,OB_frequency,OB_pmw,OC_rank,OC_frequency,OC_pmw,OY_rank,OY_frequency,OY_pmw,OV_rank,OV_frequency,OV_pmw,OL_rank,OL_frequency,OL_pmw,OM_rank,OM_frequency,OM_pmw,PB_fixed_rank,PB_fixed_frequency,PB_fixed_pmw,PB_variable_rank,PB_variable_frequency,PB_variable_pmw,PM_fixed_rank,PM_fixed_frequency,PM_fixed_pmw,PM_variable_rank,PM_variable_frequency,PM_variable_pmw,PN_fixed_rank,PN_fixed_frequency,PN_fixed_pmw,PN_variable_rank,PN_variable_frequency,PN_variable_pmw,LB_fixed_rank,LB_fixed_frequency,LB_fixed_pmw,LB_variable_rank,LB_variable_frequency,LB_variable_pmw,OW_fixed_rank,OW_fixed_frequency,OW_fixed_pmw,OW_variable_rank,OW_variable_frequency,OW_variable_pmw,core_rank,core_frequency,core_pmw
1220,ケース,ケース,名詞-普通名詞-一般,case,外,7927,75.7749393,1020,2519,88.5397165,678,598,135.1542849,1267,123,89.795966,1109,2296,75.7565134,2106,180,36.878505,2359,36,38.9214436,3155,83,22.1305714,1454,207,55.382126,1012,793,77.4755288,1932,469,46.3174058,4389,4,17.9226726,,,,733,619,121.3145321,967,593,93.188663,1018,2399,88.7219268,716,151,130.48152,673,569,135.5828167,1349,79,84.8914679,1129,87,99.1789804,1055,534,79.8781425,1116,2172,75.3428124,2143,37,35.5236717,2087,177,37.5610845,1102,103,93.8126461
1239,ドア,ドア,名詞-普通名詞-一般,door,外,7836,74.9050617,1094,2356,82.8104692,1453,305,68.9332055,2334,62,45.2630073,744,3346,110.4012604,5625,29,5.9415369,3185,24,25.947629,6006,29,7.7323683,464,629,168.2867499,1282,622,60.768952,2172,404,39.8981491,1505,15,67.2100224,,,,7899,15,2.9397706,1167,502,78.8882105,1094,2243,82.9525977,1301,90,77.7704424,1458,286,68.1488323,2176,46,49.430475,2518,36,41.0395781,853,652,97.5291178,737,3217,111.5920016,6053,5,4.8004962,5532,29,6.154076,1707,66,60.1129577
1242,サイト,サイト,名詞-普通名詞-一般,site,外,7790,74.4653434,2486,983,34.5512272,1262,346,78.1996364,4795,25,18.2512126,5537,361,11.911194,3309,82,16.8002078,4595,14,15.1361169,2304,135,35.9955078,40035,1,0.2675465,215,4156,406.0382063,526,1678,165.7155797,,,,,,,9888,9,1.7638623,2606,212,33.3153399,2487,934,34.542009,1150,101,87.2757187,1334,312,74.3441807,4558,18,19.3423598,8593,7,7.979918,6147,71,10.6205021,5459,349,12.1061885,3331,17,16.321687,3271,81,17.1889709,1245,91,82.8830175
1261,チェック,チェック,名詞-普通名詞-サ変可能,check,外,7679,73.4042839,1105,2330,81.8966016,403,966,218.3261526,2208,67,48.9132498,1996,1272,41.9696364,3271,84,17.209969,2686,30,32.4345363,1785,189,50.3937109,2425,119,31.8380338,617,1370,133.8480131,894,1014,100.140404,,,,,,,1528,238,46.6443597,1050,550,86.4313064,1096,2235,82.6567346,504,208,179.7361335,393,929,221.3645636,2221,45,48.3558994,2035,47,53.5794492,1775,322,48.1662207,2016,1194,41.4177339,2894,22,21.1221832,3223,83,17.6133899,1198,95,86.526227
1290,ファックス,ファックス,名詞-普通名詞-サ変可能,fax,外,7474,71.4446696,5703,340,11.9505771,3120,136,30.7374294,2042,73,53.2935408,6312,307,10.1294641,4127,54,11.0635515,17635,1,1.0811512,82,6130,1634.462686,5960,39,10.4343136,4014,150,14.6548919,3407,239,23.603113,,,,,,,12554,5,0.9799235,5850,74,11.6289394,5874,311,11.5016754,3627,30,25.9234808,3151,127,30.2618941,1872,55,59.1016548,2238,42,47.8795078,4750,98,14.6592846,6763,266,9.2270663,4379,10,9.6009924,4054,54,11.4593139,2961,35,31.8780836
1314,ワン,ワン,名詞-普通名詞-一般,one,外,7309,69.8674191,1308,2007,70.5435534,346,1122,253.5837922,1560,98,71.5447534,1912,1334,44.0153262,3720,66,13.5221185,6629,8,8.6492097,2294,136,36.2621412,2257,130,34.7810453,845,974,95.1590984,636,1390,137.2733348,5368,3,13.4420045,,,,4626,41,8.0353729,1401,420,66.0020885,1287,1937,71.6358367,360,281,242.8166035,339,1079,257.1069582,1619,64,68.7728347,1723,56,63.8393437,1775,322,48.1662207,1929,1258,43.6377799,2816,23,22.0822824,3974,56,11.883733,1400,82,74.6857959
1322,ヨーロッパ,ヨーロッパ,名詞-固有名詞-地名-一般,Europa,固,7265,69.4468189,1144,2268,79.7173787,1122,386,87.2400568,3824,34,24.8216492,824,3047,100.5357563,1625,264,54.088474,439,219,236.7721149,7607,19,5.0660344,821,359,96.0491943,3147,211,20.614548,3358,243,23.9981441,10039,1,4.4806682,,,,1642,214,41.9407268,1112,524,82.3454628,1141,2146,79.3652584,1005,113,97.645111,1134,360,85.7817469,3661,24,25.789813,3624,23,26.2197305,893,627,93.7895043,822,2911,100.9774065,1725,52,49.9251603,1602,261,55.3866839,2148,51,46.4509219
1323,ゲーム,ゲーム,名詞-普通名詞-一般,game,外,7263,69.4277008,1712,1527,53.6721505,978,439,99.2186139,1246,125,91.2560631,1773,1447,47.7437609,2649,120,24.58567,1465,65,70.2748286,1431,251,66.9249811,1946,153,40.9346148,589,1443,140.9800606,530,1666,164.5304862,10039,1,4.4806682,,,,5988,26,5.0956023,1646,358,56.2589231,1707,1456,53.8470719,766,144,124.4327078,1002,402,95.7896174,1431,74,79.5185902,1145,86,98.0389922,1631,351,52.5041723,1821,1333,46.2393964,7448,3,2.8802977,2599,120,25.465142,997,113,102.92067
1329,デザイン,デザイン,名詞-普通名詞-サ変可能,design,外,7211,68.9306279,1094,2356,82.8104692,218,1615,365.0069736,1671,91,66.4344139,1998,1271,41.9366414,1514,289,59.2104886,1052,93,100.5470625,1773,190,50.6603443,4846,51,13.6448716,1487,536,52.3668139,1362,686,67.7478473,,,,,,,5239,33,6.4674953,1131,518,81.4025758,1104,2226,82.3238887,205,442,381.9392838,218,1529,364.3341418,1667,62,66.6236836,1448,67,76.3792148,1846,308,46.0720372,2006,1200,41.6258632,1274,80,76.8079389,1539,273,57.9331981,929,121,110.2070891
1344,ボール,ボール,名詞-普通名詞-一般,ball,外,7084,67.7166229,1603,1635,57.4682161,509,771,174.2541032,1237,126,91.9861116,1182,2172,71.6651338,4900,39,7.9903427,1489,64,69.1936774,1596,218,58.1260792,1130,266,71.1673696,1075,743,72.5905648,887,1030,101.7205287,2854,7,31.3646771,,,,8397,13,2.5478012,1448,409,64.2734624,1590,1560,57.6932913,611,173,149.4920726,502,744,177.282277,1215,88,94.5626478,1188,83,94.6190273,1152,490,73.2964229,1160,2085,72.3249373,4885,8,7.6807939,4806,39,8.2761712,1563,73,66.4885744
1370,クラブ,クラブ,名詞-普通名詞-一般,club,外,6952,66.4548225,2052,1253,44.0413913,532,738,166.7957563,641,229,167.1811075,1479,1717,56.6524101,1727,240,49.17134,4206,16,17.2984194,486,956,254.9015216,2010,148,39.5968823,1644,479,46.797955,827,1100,108.6335743,10039,1,4.4806682,,,,3166,75,14.6988528,2174,263,41.3298792,2056,1186,43.8616945,490,212,183.1925976,528,699,166.5595586,786,134,143.9931227,551,164,186.9580781,1737,330,49.362897,1477,1633,56.6458622,1747,51,48.965061,1697,237,50.2936555,1008,112,102.0098676
1409,メーカー,メーカー,名詞-普通名詞-一般,maker,外,6709,64.1319626,1676,1558,54.7617619,708,577,130.4080642,1237,126,91.9861116,2297,1085,35.7995719,1267,381,78.0595022,4398,15,16.2172681,3804,62,16.5312702,2824,99,26.4871037,456,1901,185.7263306,1209,773,76.3397754,,,,,,,2245,132,25.869981,1628,364,57.20181,1687,1468,54.2908664,695,155,133.9379841,707,549,130.8171641,1245,86,92.4134967,1381,71,80.9391679,1998,282,42.1828393,2366,1001,34.7229076,1708,53,50.8852595,1256,375,79.5785689,1173,97,88.3478318
1420,グラム,グラム,名詞-普通名詞-助数詞可能,,外,6643,63.5010624,1216,2145,75.3940817,357,1070,241.8312456,3483,38,27.7418432,1704,1507,49.7234607,4702,42,8.6049845,238,391,422.730123,1666,206,54.9264785,4193,61,16.3203366,1617,491,47.9703463,1368,682,67.3528161,,,,3620,2,1.8534255,10399,8,1.5678776,1074,541,85.0169759,1201,2055,75.9998164,437,236,203.9313823,353,1031,245.6693919,3001,31,33.3118418,4369,18,20.5197891,1721,335,50.1108197,1774,1370,47.5228605,6661,4,3.8403969,4616,42,8.9127997,1354,85,77.4182031
1427,ファン,ファン,名詞-普通名詞-一般,fan（熱狂者）,外,6617,63.2525259,2774,873,30.684864,734,560,126.5658856,1067,147,107.3171302,2495,986,32.5330672,16289,2,0.4097612,6629,8,8.6492097,5270,36,9.5988021,2288,128,34.2459523,588,1445,141.1754591,370,2431,240.0801992,,,,,,,20501,1,0.1959847,2660,206,32.3724529,2803,816,30.1780293,631,166,143.4432604,759,513,122.2389894,1010,105,112.830432,1145,86,98.0389922,2399,229,34.2548588,2521,923,32.0172264,,,,16048,2,0.424419,1425,80,72.8641912
1451,インターネット,インターネット,名詞-普通名詞-一般,internet,外,6543,62.545153,1289,2036,71.5628673,1032,417,94.2463826,1691,90,65.7043654,2121,1191,39.2970416,1165,428,87.6888897,823,119,128.656994,1156,329,87.7223856,14372,11,2.9430115,582,1467,143.3248433,2321,375,37.0341731,,,,2657,7,6.4869894,3226,73,14.3068834,1085,535,84.0740889,1308,1904,70.4154017,1030,111,95.916879,1012,399,95.0747695,1650,63,67.6982592,1761,55,62.6993555,2037,278,41.5845011,2122,1129,39.1629996,1074,103,98.8902213,1150,424,89.9768352,438,243,221.3249807
1480,ネット,ネット,名詞-普通名詞-一般,net,外,6426,61.426739,2443,1008,35.4299461,996,431,97.4105298,1298,120,87.6058205,4106,532,17.5533385,3411,77,15.7758049,5781,10,10.8115121,1773,190,50.6603443,8251,25,6.6886626,385,2262,220.9957706,513,1730,170.8509851,10039,1,4.4806682,,,,4699,40,7.8393882,2363,238,37.4011835,2452,953,35.2446837,1269,92,79.4986744,1014,398,94.8364869,1215,88,94.5626478,1489,65,74.0992383,4126,117,17.5013908,4122,504,17.4828625,5591,6,5.7605954,3353,77,16.3401328,1276,89,81.0614127
1483,ガス,ガス,名詞-普通名詞-一般,gas,外,6416,61.331148,1639,1600,56.2380097,2252,201,45.4281125,1339,116,84.6856265,1655,1551,51.1752406,688,866,177.4265851,509,190,205.4187299,1234,298,79.4567505,1985,150,40.1319753,1359,592,57.8379736,2574,335,33.0838613,1183,20,89.6133631,538,211,195.5363953,1339,286,56.0516255,1277,463,72.7594452,1638,1517,56.1030275,1975,59,50.9828456,2312,184,43.844004,1273,84,90.2643456,1723,56,63.8393437,1730,332,49.6620661,1639,1489,51.6507586,795,157,150.73558,680,849,180.1658799,1440,79,71.9533888
1491,パン,パン,名詞-普通名詞-一般,pao,外,6370,60.8914297,1972,1304,45.8339779,1022,421,95.1504247,2234,66,48.1832013,1581,1631,53.8148403,6024,25,5.1220146,3614,20,21.6230242,2749,103,27.4632393,2112,141,37.7240568,1093,732,71.5158727,470,1890,186.6522322,1021,23,103.0553676,,,,8142,14,2.7437859,2138,268,42.1156184,1986,1226,45.3410097,806,137,118.3838956,1002,402,95.7896174,2266,44,47.2813239,2209,43,49.0194961,1644,348,52.0554187,1559,1564,54.252375,,,,5931,25,5.3052379,1763,64,58.2913529
1536,ライン,ライン,名詞-普通名詞-一般,line,外,6147,58.7597517,1453,1791,62.9514221,365,1056,238.6670985,1807,84,61.3240744,2105,1202,39.6599866,2345,148,30.3223263,4831,13,14.0549657,2614,111,29.5963064,2873,97,25.9520107,1124,708,69.17109,1174,800,79.0062359,,,,,,,2198,137,26.8499045,1359,435,68.3593059,1453,1700,62.8708944,426,243,209.9801945,361,1011,240.9037393,1732,60,64.4745326,1723,56,63.8393437,1946,291,43.5291001,2109,1137,39.4405054,2816,23,22.0822824,2310,146,30.9825895,1315,87,79.2398079
1540,コース,コース,名詞-普通名詞-一般,course,外,6137,58.6641608,1975,1302,45.7636804,606,652,147.3588525,1117,140,102.2067906,2146,1172,38.6701366,2664,119,24.3807894,2359,36,38.9214436,434,1071,285.5643616,2425,119,31.8380338,2324,313,30.5798745,762,1187,117.2255025,6922,2,8.9613363,,,,6245,24,4.7036329,1741,338,53.1159665,2032,1201,44.4164377,563,187,161.589697,611,615,146.5438177,1273,84,90.2643456,1002,99,112.8588398,2105,268,40.0886558,2179,1098,38.0876648,2143,37,35.5236717,2673,114,24.1918849,1830,61,55.5589458
1559,タバコ,タバコ,名詞-普通名詞-一般,tabaco,外,6078,58.1001742,1797,1452,51.0359938,3614,115,25.9912086,3028,45,32.8521827,1297,1985,65.4950693,3842,62,12.7025962,4595,14,15.1361169,1443,249,66.3917143,976,308,82.4043227,999,808,78.941018,1947,463,45.724859,617,39,174.7460581,271,509,471.6968018,5634,29,5.6835564,1701,346,54.3731491,1782,1390,51.4062019,3275,34,29.3799449,3478,114,27.1642199,3001,31,33.3118418,4026,20,22.7997656,1346,417,62.3767517,1290,1899,65.8729285,3995,12,11.5211908,3898,58,12.308152,3830,25,22.7700597
1567,カメラ,カメラ,名詞-普通名詞-一般,camera,外,6051,57.8420787,1942,1322,46.4666555,393,979,221.2642892,1671,91,66.4344139,1648,1560,51.4721955,3970,58,11.8830738,2152,41,44.3271996,2472,121,32.2626403,1705,174,46.5530914,1328,604,59.0103649,834,1089,107.5472386,4389,4,17.9226726,,,,10399,8,1.5678776,1994,289,45.4157228,1934,1261,46.6354105,383,266,229.8548631,405,905,215.6457805,1517,69,74.1457124,1514,64,72.95925,1640,349,52.2050032,1636,1493,51.7895115,4885,8,7.6807939,3941,57,12.0959425,1147,99,90.1694366
1574,テーマ,テーマ,名詞-普通名詞-一般,theme,外,6037,57.7082513,1815,1428,50.1924236,719,570,128.8259907,606,241,175.9416896,1731,1483,48.9315807,1752,235,48.1469371,585,165,178.3899496,559,784,209.0405784,2762,102,27.2897432,2927,235,22.9593307,1437,651,64.2913244,,,,,,,2146,143,28.0258128,1709,345,54.2160013,1815,1354,50.0748182,604,175,151.2203047,735,526,125.3366636,640,158,169.7829357,647,147,167.5782773,1592,360,53.8504331,1754,1392,48.2860013,1870,46,44.1645648,1742,229,48.5959794,1008,112,102.0098676
1585,テーブル,テーブル,名詞-普通名詞-一般,table,外,5989,57.2494148,1228,2129,74.8317016,1073,400,90.404204,5662,20,14.6009701,1058,2379,78.4950982,7733,14,2.8683282,3614,20,21.6230242,5092,38,10.1320689,805,366,97.9220198,3206,206,20.1260516,2234,395,39.009329,2149,10,44.8066816,,,,8718,12,2.3518165,1364,433,68.0450103,1211,2042,75.519039,1328,88,76.0422103,1051,387,92.215378,8020,8,8.5966043,5291,14,15.9598359,1173,483,72.2493311,1052,2276,78.9503872,10918,1,0.9600992,7626,14,2.9709332,2312,47,42.8077123
1587,ベッド,ベッド,名詞-普通名詞-一般,bed,外,5985,57.2111784,1256,2074,72.89852,1693,263,59.4407641,5109,23,16.7911156,1028,2460,81.1676929,5049,37,7.5805816,8628,5,5.405756,4034,56,14.9314699,757,385,103.0054034,2573,275,26.8673019,2312,377,37.2316887,1418,16,71.6906905,,,,8142,14,2.7437859,1341,442,69.4593407,1263,1962,72.5604087,3003,37,31.972293,1601,261,62.1917665,5011,16,17.1932087,5291,14,15.9598359,973,571,85.4127703,1023,2345,81.3438743,4185,11,10.5610916,5011,36,7.6395426,2493,43,39.1645028
1598,プロ,プロ,名詞-普通名詞-一般,pro,外,5937,56.7523419,1920,1344,47.2399281,418,937,211.7718478,465,293,213.9042118,2136,1179,38.9011016,7733,14,2.8683282,11222,3,3.2434536,2144,148,39.4617418,1631,183,48.9610099,898,913,89.1994423,1062,889,87.7956796,10039,1,4.4806682,,,,5239,33,6.4674953,1803,325,51.0730447,1979,1229,45.4519583,348,287,248.0012996,429,869,207.0676058,495,192,206.3185042,516,173,197.2179726,2134,264,39.4903176,2164,1107,38.3998588,6053,5,4.8004962,7626,14,2.9709332,1183,96,87.4370294
1607,トップ,トップ,名詞-普通名詞-一般,top,外,5915,56.5420419,1949,1319,46.3612092,297,1266,286.1293056,612,240,175.2116411,2355,1057,34.875712,4168,53,10.8586709,4206,16,17.2984194,3202,81,21.5973047,2683,106,28.3599292,1233,647,63.2114339,855,1064,105.0782937,,,,,,,3467,66,12.9349905,1922,301,47.3014968,1934,1261,46.6354105,294,322,278.2453606,291,1216,289.7516785,711,147,157.9626048,542,166,189.2380546,2266,244,36.4986269,2349,1006,34.8963487,4885,8,7.6807939,4271,49,10.3982663,1053,108,98.3666581
1618,イン,イン,名詞-普通名詞-一般,in,外,5859,56.0067326,1525,1713,60.2098191,777,530,119.7855703,2441,59,43.0728618,2304,1082,35.7005869,3360,80,16.3904467,13548,2,2.1623024,1253,293,78.1235835,4144,62,16.5878831,1069,749,73.1767605,706,1275,125.9161884,,,,,,,8142,14,2.7437859,1676,351,55.1588882,1513,1638,60.5779559,861,129,111.4709674,779,496,118.1881847,2509,39,41.9084462,2772,32,36.479625,2111,267,39.9390712,2310,1027,35.6248013,2969,21,20.162084,3353,77,16.3401328,2781,38,34.6104908
1625,ボタン,ボタン,名詞-普通名詞-一般,button,外,5825,55.6817234,901,2832,99.5412771,1153,376,84.9799517,9080,10,7.300485,2117,1194,39.3960266,5812,27,5.5317757,3185,24,25.947629,5656,32,8.5322685,2406,120,32.1055803,1026,782,76.4008367,2224,396,39.1080868,2149,10,44.8066816,,,,6537,22,4.3116635,862,661,103.8747155,884,2744,101.4810201,1150,101,87.2757187,1125,363,86.4965948,8733,7,7.5220288,9476,6,6.8399297,2308,239,35.7507042,2084,1156,40.0995816,6661,4,3.8403969,5931,25,5.3052379,5331,16,14.5728382
1629,コンピューター,コンピューター,名詞-普通名詞-一般,computer,外,5816,55.5956915,1369,1908,67.0638265,1797,248,56.0506065,2546,56,40.8827162,1348,1901,62.7234896,958,568,116.3721713,443,216,233.5286613,4662,44,11.7318692,1484,201,53.776847,1838,416,40.6429003,5164,139,13.7273335,,,,,,,2390,119,23.3221798,1388,425,66.7878276,1372,1802,66.643148,1579,74,63.944586,1804,235,55.9964181,2362,42,45.1321728,3113,28,31.9196719,1375,409,61.1800754,1361,1789,62.0572244,910,131,125.7729999,961,549,116.5030248,2100,52,47.3617243
1694,ザ,ザ,名詞-普通名詞-一般,the,外,5582,53.3588635,1580,1660,58.346935,603,656,148.2628945,2334,62,45.2630073,2048,1238,40.8478065,3411,77,15.7758049,17635,1,1.0811512,3622,67,17.8644372,3232,84,22.4739062,1547,511,49.9243319,742,1205,119.0031428,5368,3,13.4420045,,,,7239,18,3.5277247,1758,335,52.644523,1572,1581,58.4699318,678,158,136.5303322,619,610,145.3524045,2362,42,45.1321728,2581,35,39.8995898,1940,292,43.6786846,2060,1171,40.6199048,3132,19,18.2418855,3450,73,15.4912947,2148,51,46.4509219
1715,バランス,バランス,名詞-普通名詞-サ変可能,balance,外,5518,52.7470815,1535,1704,59.8934803,586,673,152.1050732,2508,57,41.6127648,2031,1250,41.2437464,1783,228,46.712773,2267,38,41.083746,1553,226,60.2591463,2425,119,31.8380338,1608,493,48.1657449,2067,428,42.2683362,6922,2,8.9613363,,,,1294,300,58.7954114,1477,401,63.0162797,1530,1624,60.0601956,879,126,108.8786193,577,650,154.8837097,2362,42,45.1321728,2473,37,42.1795664,1966,287,42.930762,2029,1188,41.2096046,2143,37,35.5236717,1769,223,47.3227223,2046,54,49.183329
1717,オキナワ,オキナワ,名詞-固有名詞-地名-一般,,固,5511,52.6801678,1987,1294,45.4824903,1858,241,54.4685329,317,405,295.6696443,1912,1334,44.0153262,1502,290,59.4153692,2750,29,31.3533851,2134,149,39.7283752,3446,78,20.8686272,1897,402,39.2751104,1618,573,56.5882164,3232,6,26.8840089,1238,53,49.115777,704,657,128.7619509,1517,390,61.2876536,2020,1206,44.6013521,1472,80,69.1292821,1976,216,51.4690482,352,258,277.24049,298,267,304.376871,1527,373,55.7950321,1940,1247,43.2562095,1775,50,48.0049618,1507,280,59.4186648,1606,71,64.6669697
1756,ママ,ママ,名詞-普通名詞-一般,mama,外,5392,51.5426356,2823,852,29.9467401,1061,405,91.5342565,8110,12,8.7605821,1703,1508,49.7564557,16289,2,0.4097612,13548,2,2.1623024,1612,214,57.0595456,947,316,84.5446947,1187,672,65.6539159,628,1402,138.4584284,3232,6,26.8840089,,,,20501,1,0.1959847,2363,238,37.4011835,2871,790,29.2164744,1328,88,76.0422103,1051,387,92.215378,8733,7,7.5220288,9476,6,6.8399297,1527,373,55.7950321,1741,1401,48.5981953,,,,16048,2,0.424419,2961,35,31.8780836
1774,タイム,タイム,名詞-普通名詞-一般,time,外,5334,50.9882082,1826,1421,49.9463823,919,459,103.7388241,1712,89,64.9743169,2539,967,31.9061622,1518,288,59.005608,5781,10,10.8115121,1883,175,46.6608434,2217,133,35.5836848,1465,544,53.1484081,765,1183,116.8304713,,,,,,,3502,65,12.7390058,1824,320,50.2873055,1827,1347,49.8159381,773,143,123.5685918,938,428,101.9849658,1787,58,62.3253815,1723,56,63.8393437,2437,226,33.8061052,2576,901,31.2540856,1798,49,47.0448626,1488,285,60.4797123,1606,71,64.6669697
1780,クラス,クラス,名詞-普通名詞-一般,class,外,5319,50.8448217,1629,1614,56.7300922,736,556,125.6618435,3093,44,32.1221342,2156,1166,38.4721667,4332,49,10.0391486,1264,76,82.1674919,1796,187,49.8604441,1462,205,54.847033,1374,586,57.2517779,1233,756,74.6608929,10039,1,4.4806682,,,,3057,79,15.4827917,1550,382,60.030471,1650,1504,55.6222501,722,150,129.617404,742,521,124.1452504,3164,29,31.1626907,2855,31,35.3396367,2062,274,40.986163,2179,1098,38.0876648,5208,7,6.7206947,4271,49,10.3982663,1973,56,51.0049338
1793,ネットワーク,ネットワーク,名詞-普通名詞-一般,network,外,5281,50.4815762,1388,1887,66.3257026,1392,318,71.8713422,1948,77,56.2137348,2351,1061,35.007692,613,1000,204.8805833,1718,54,58.3821653,1657,207,55.1931119,4242,60,16.0527901,2673,262,25.5972113,5246,136,13.4310601,,,,1066,68,63.0164686,2086,151,29.5936904,1297,455,71.5022625,1393,1778,65.7555589,1197,97,83.8192546,1423,295,70.293376,1983,52,55.8779282,1888,51,58.1394023,2739,196,29.3185691,2335,1014,35.1738544,711,181,173.7779617,609,977,207.3286981,788,145,132.0663465
1795,メンバー,メンバー,名詞-普通名詞-一般,member,外,5278,50.4528989,1803,1437,50.5087624,1521,291,65.7690584,774,202,147.4697979,2067,1225,40.4188715,3660,68,13.9318797,6629,8,8.6492097,1835,181,48.2606437,1393,216,57.7900445,2069,360,35.1717407,737,1210,119.4969317,10039,1,4.4806682,,,,3057,79,15.4827917,2087,274,43.0585054,1791,1378,50.9624073,1197,97,83.8192546,1541,271,64.5745928,745,141,151.5151515,752,130,148.1984765,1985,284,42.4820083,2077,1162,40.3077109,4379,10,9.6009924,3598,68,14.4302472,1581,72,65.577772
1803,ビル,ビル,名詞-普通名詞-一般,building,外,5260,50.2808352,1980,1298,45.6230853,870,483,109.1630763,596,245,178.8618836,1525,1677,55.3326102,2387,144,29.502804,3501,21,22.7041754,1745,194,51.7268778,1193,252,67.4217186,2659,264,25.7926098,1510,622,61.4273484,3715,5,22.4033408,,,,3896,55,10.7791588,1880,310,48.7158272,2024,1205,44.5643692,920,122,105.4221552,903,441,105.08264,574,172,184.8269933,565,162,184.6781015,1651,346,51.7562496,1549,1572,54.5298808,1989,42,40.3241679,2436,134,28.4360753,985,114,103.8314724
1804,プログラム,プログラム,名詞-普通名詞-サ変可能,program,外,5252,50.2043624,1229,2124,74.6559578,1797,248,56.0506065,2477,58,42.3428133,2149,1170,38.6041466,1585,275,56.3421604,3871,18,19.4607218,1570,222,59.1926128,3446,78,20.8686272,1313,610,59.5965606,3186,259,25.5782689,,,,1730,25,23.1678193,1957,165,32.3374763,1194,493,77.4738801,1222,2026,74.9273129,1692,69,59.6240058,1755,241,57.4261139,2727,35,37.610144,2428,38,43.3195547,2314,238,35.6011197,2136,1123,38.9548703,1670,55,52.805458,1568,268,56.8721506,1650,69,62.8453649
1805,メニュー,メニュー,名詞-普通名詞-一般,menu,外,5251,50.1948033,1197,2172,76.3430981,758,542,122.4976964,2732,51,37.2324737,3147,746,24.6142679,6118,24,4.917134,4595,14,15.1361169,2398,127,33.8624406,5824,40,10.7018601,1345,596,58.2287707,1008,924,91.2522024,,,,,,,7899,15,2.9397706,1236,476,74.802367,1194,2064,76.3326623,730,149,128.753288,786,492,117.2350541,2454,40,42.9830217,3753,22,25.0797422,2537,216,32.3102599,3145,707,24.5245711,4885,8,7.6807939,6025,24,5.0930284,2727,39,35.5212932
1817,ガラス,ガラス,名詞-普通名詞-一般,glas,外,5222,49.9175896,1777,1469,51.6335226,1228,354,80.0077205,2912,47,34.3122797,1278,2012,66.3859342,2736,114,23.3563865,655,147,158.9292278,2763,102,27.1966059,1369,221,59.127777,2362,308,30.0913781,2435,356,35.157775,453,54,241.9560805,,,,4853,38,7.4474188,1550,382,60.030471,1792,1377,50.9254244,1445,82,70.8575142,1258,328,78.1567028,2613,37,39.7592951,3298,26,29.6396953,1242,460,68.8088868,1288,1903,66.0116814,2759,24,23.0423817,2673,114,24.1918849,3023,34,30.9672812
1818,ホッカイドウ,ホッカイドウ,名詞-固有名詞-地名-一般,,固,5219,49.8889123,2330,1068,37.5388714,1650,268,60.5708167,733,211,154.0402344,2296,1086,35.8325669,1151,442,90.5572178,1883,49,52.9764093,1816,184,49.0605439,2659,107,28.6274757,1368,589,57.5448757,1114,840,82.9565477,,,,1494,35,32.4349471,1185,340,66.6347996,2390,235,36.92974,2357,998,36.9089133,1641,71,61.3522379,1672,253,60.2855055,736,143,153.6643026,723,135,153.8984179,2259,245,36.6482114,2322,1019,35.3472955,1181,90,86.4089312,1146,426,90.4012542,1400,82,74.6857959
1822,セット,セット,名詞-普通名詞-サ変可能,set,外,5216,49.8602351,2162,1172,41.1943421,480,817,184.6505866,1428,109,79.575287,2929,809,26.6929527,6024,25,5.1220146,5427,11,11.8926633,2251,139,37.0620413,3090,89,23.8116387,1415,563,55.0046945,620,1417,139.9397953,3715,5,22.4033408,,,,3673,60,11.7590823,2021,284,44.6299836,2202,1092,40.3853039,547,192,165.9102771,466,797,189.9112564,1431,74,79.5185902,1329,74,84.3591328,2419,227,33.9556898,2992,754,26.1549174,5208,7,6.7206947,5931,25,5.3052379,1517,75,68.3101792
1836,ロシア,ロシア,名詞-固有名詞-地名-国,Rossiya,固,5171,49.4300758,1633,1611,56.624646,2490,177,40.0038603,580,249,181.7820776,1243,2074,68.4316241,2169,170,34.8296992,804,121,130.8192964,6841,23,6.132568,1962,152,40.6670683,3847,160,15.6318847,2267,388,38.3180244,4389,4,17.9226726,4150,1,0.9267128,4626,41,8.0353729,1495,396,62.2305406,1634,1522,56.2879419,2471,46,39.7493372,2528,165,39.316634,554,177,190.1998711,629,151,172.1382304,1327,426,63.7230125,1235,1983,68.7867389,1893,45,43.2044656,2173,164,34.8023608,1497,76,69.2209816
1837,ヤフー,ヤフー,名詞-固有名詞-一般,,固,5161,49.3344849,12267,118,4.1475532,19529,10,2.2601051,8550,11,8.0305335,28737,35,1.1548249,,,,,,,14955,5,1.333167,22449,5,1.3377325,231,3799,371.1595634,771,1176,116.1391667,,,,,,,17137,2,0.3919694,10954,31,4.8715827,12932,104,3.8462194,21703,2,1.7282321,18895,10,2.3828263,6952,10,10.7457554,14085,3,3.4199648,44854,3,0.4487536,29387,32,1.110023,,,,,,,2400,45,40.9861075
